,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment
3581,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Pros & ConsPros:- Voice recognition- Easy set up- Wireless Connection- Not bad sound quality- Able to turn off micCons- No internal battery (Did not say it had one)- Software has MANY issues (will go into in review)- Sound is not SUPER loud- Quality deteriorates at high volumeSo I have not had this long, having arrived mid day the just the day prior (had about 1.5 days now) but I have had many issues with it. I thought it would be better, being the third gen. I'll start with the issues with it, and then go on to what I like.I have been using it with Spotify, as well as a speaker for my computer. For Spotify, numerous times it has just not done what I told it. Its playing a playlist, I say ""Play %s from Spotify"", where %s is whatever, does not actually matter. It says Sure playing *whatever said* and then the music pauses for a brief second, and goes back to playing whatever it was playing before, with no change. The device heard me, recognized what I said, acknowledged it was requested to do it, and then did nothing. I would try numerous times in a row, and it would still not do as it was meant to (Again this is a software issue). Next, using it as a speaker. Numerous times it just stops playing sound. I change my speaker back to the built in sound on my laptop, and sound comes out, switch it back to the echo, and nothing. My laptop has no issue having sound come out, and the music is playing, the echo just refuses to output it. I have restarted the laptop, and messed around with the sound settings nothing changes it. I've changed what app the sound is coming out of, still nothing. The solution I've found, is unplugging the echo and plugging it back in, but I could have to do this even up to 3 times an hour. To me, that proves the issue is the echo, not the laptop. Of course, the issue is not always present.So onto the good. The devices voice recognition is honestly not bad, but I would say if you have an accent, lisp, or mumble, it will have lots of issues. Now that may improve with time, but that I cannot speak to. The set up is easy, all it requires is the mobile app, or I believe it can be accessed via a web page. Their is many features/apps one can install so it may interact (aka Spotify). It does not need to be connected to ones phone to work, which is nice. It has a button to turn off the mic, so it will no longer listen/record. I quite like that, but I cannot speak to whether it actually does stop listening and recording, I'd almost be willing to bet it doesn't, but idk.I got it with the special deal with amazon music unlimited, so I spent almost $10 all in all (one month music included). For that price it may be worth it, but I would absolutely not pay 40/50+ for this, especially with all the issues. As a whole not happy with the device so far. If anything changes, I will update this review to reflect.I will say, their customer service is absolutely wonderful. I got a call from them with regards to my issues mentioned above, before this review even went live.","June 18, 2020",United States,B07FZ8S74R,5,0.9923
3582,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Setup,"March 26, 2022",United States,B07FZ8S74R,5,0.0
3583,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",2.0 out of 5 stars,"The sound is good for small rooms, or relatively quiet areas. The speaker is perfect for the bathroom.","February 19, 2022",United States,B07FZ8S74R,2,0.765
3584,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I had the first gen Alexa and loved it, but it finally went to the great cloud in the sky. I did a little research and this dot gives Big Bang for the bucks!I’m very happy! This Alexa seems to be more responsive and has some impressive sound for such a small device. Highly recommend.","March 15, 2022",United States,B07FZ8S74R,4,0.9818
3585,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,I like the service that came with it.... I'm not computer savvy so they walked me through it good customer service and it's working perfectly in my house,"May 8, 2022",United States,B07FZ8S74R,4,0.8625
3586,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Love my Echo Dot,"March 21, 2022",United States,B07FZ8S74R,5,0.6369
3587,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,For me it’s for listening my music but Alexa can’t play my music from YouTube. 😔,"May 27, 2022",United States,B07FZ8S74R,5,0.4767
3588,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,i love it for playing my music. sound quality is amazing almost sounds like a surround system,"May 25, 2022",United States,B07FZ8S74R,4,0.9005
3589,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Excelente producto, buen reconocimiento de voz y sonido para ambientes como de una habitación","May 29, 2022",United States,B07FZ8S74R,4,0.0
3590,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,The Dot works great! I would recommend.,"June 4, 2022",United States,B07FZ8S74R,1,0.784
3591,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,I use her for my living room things and to use with my Smart plug. she's pretty good but I feel like she doesn't respect me 🥺 otherwise very Good,"January 27, 2022",United States,B07FZ8S74R,5,0.8446
3592,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,The voice is very muffled,"August 1, 2022",United States,B07FZ8S74R,5,0.0
3593,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I use echo dot for multiple uses. First I start my day with setting the alarm by just speaking the days I need it to go off on. Next it has reminders of items for my lunch box; also what I need to take with me before leaving to work like coffee, vitamins and just as important my allergy pills and that one I dont want to ever forget but do.Music is great, loud enough to be listened to even beyond closed doors in my house if wanting to. I have Amazon Unlimited Music App and it's the best with just all my favorite hits from past to present.If you have questions, you can use Alexa to figure it out, she will immediately give you a response and even look up odd things you've never really gave thought to stuff.You can even set the news to which ever news provider Amazon has to offer, which there is a exceptional variety for all. I personally use CBS and will give you all the latest scoops.","January 26, 2021",United States,B07FZ8S74R,4,0.9551
3594,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,"So happy I bought this. Depend on her for everything now, including singing Encanto songs with my 2 year old and not having to tell my husband what time it is every hour ! Whole family is able to use and enjoys asking and listening.","March 30, 2022",United States,B07FZ8S74R,3,0.8217
3595,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Todo me agrado,"June 17, 2022",United States,B07FZ8S74R,5,0.0
3596,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Have you ever been sitting on the toilet thinking, man I wish I had someone to talk to right now. But all night Taco Bell and PBR makes it so no one wants to even be in the house at the same time. That was in till Alexa!!! Hey Alexa what’s the weather? Hey Alexa tell me a story. Hey Alexa add more toilet paper to the shopping list. Not only is she smart but unlike my wife when I tell her something she actually listens. Also unlike my wife she doesn’t randomly start telling me stuff I don’t care about! I mean so Tracy slept with Will at work and now they aren’t talking, who cares Ashley! And unlike my wife Alexa doesn’t cuss at me and call me an idiot. She at least thinks I’m her god. She can turn on my TV and lights, order stuff I actually want, tells me the time the weather and the date correctly. Sets alarms to gentle wake me up instead of that rude slap to the chest saying my alarms are annoying her and to just get up already. Hey Alexa, find divorce attorney. This thing is great. 10/10 would get again. I got to go make a call.","June 12, 2020",United States,B07FZ8S74R,5,0.8568
3597,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,It's the perfect product,"June 16, 2022",United States,B07FZ8S74R,5,0.5719
3598,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,I use this product in my office at home and work and it is great.,"May 24, 2022",United States,B07FZ8S74R,5,0.6249
3599,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Small, but nice. Good sound and easy voice integration","March 6, 2022",United States 🇺🇸,B07FZ8S74R,4,0.9081
3600,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"our daughter got it for us for  Easter , we didn't really want one but after hooking it up we love it","May 16, 2022",United States 🇺🇸,B07FZ8S74R,1,0.7636
3601,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Love it. Use it daily,"June 14, 2022",United States 🇺🇸,B07FZ8S74R,4,0.6369
3602,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Sound is awesome, easy to set up and operate","June 7, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7906
3603,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"honestly, it's great when wanting to listen to music and chill with your friends or while you cook. As someone who is still young, I find myself using it a lot. It's a great tool to wake up to in the morning and looks very nice around your room. Very classy!","March 22, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9677
3604,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Alexa can't hear a damn thing while playing music.,"March 5, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4692
3605,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,This was my first Alexa & I’m very happy with it. I didn’t regret my decision if buying it & the price was reasonable!,"May 14, 2022",United States 🇺🇸,B07FZ8S74R,5,0.358
3606,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,This is one of those items you don’t realize you need until you have one. Great sound quality and amazing voice recognition. Super fast searching.,"May 7, 2022",United States 🇺🇸,B07FZ8S74R,4,0.9153
